ProjectName,LayerCategory,CategoryID,Board,MeetingFormat,MeetingType,MeetingDate,ArcGIS_Date,MeetingYear,Status,AgendaItemID,AgendaItemNumber,AgendaItemType,ProjectTitle,Summary,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,ApplicantName,ApplicationID,District,LocationName,Location,Latitude,Longitude,GeocodeConfidence,StaffCode,Filename,Document_Link,RecordType,LocationSeq,IsPrimary,ParcelID
Estero Parkway Improvements,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2017-09-20,2017-09-20,2017,Accepted,1594,9,Unknown,"Concur with the ranking of consultants for CN 2017-01 Estero Parkway Roadway/ Landscape Design & Estero Roadways Landscape Master Plan as follows: Number 1 - Agnoli, Barber & Brundage; Number 2 - Kimley-Hom; Number 3 -T.Y. Lin; Number 4-DRMP","Concur with the ranking of consultants for CN 2017-01 Estero Parkway Roadway/ Landscape Design & Estero Roadways Landscape Master Plan as follows: Number 1 - Agnoli, Barber & Brundage; Number 2 - Kimley-Hom; Number 3 -T.Y. Lin; Number 4-DRMP. Action: No formal action recorded. Concur with the ranking of consultants for CN 2017-01 Estero Parkway Roadway/ Landscape Design & Estero Roadways Landscape Master Plan as follows: Number 1 - Agnoli, Barber & Brundage; Number 2 - Kimley-Hom; Number 3 -T...","No formal action recorded. Concur with the ranking of consultants for CN 2017-01 Estero Parkway Roadway/ Landscape Design & Estero Roadways Landscape Master Plan as follows: Number 1 - Agnoli, Barber & Brundage; Number 2 - Kimley-Hom; Number 3 -T.Y. Lin; Number 4-DRMP","No formal action recorded. Concur with the ranking of consultants for CN 2017-01 Estero Parkway Roadway/ Landscape Design & Estero Roadways Landscape Master Plan as follows: Number 1 - Agnoli, Barber & Brundage; Number 2 - Kimley-Hom; Number 3 -T.Y. Lin; Number 4-DRMP",,,,,,CN 2017-01,,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,0.95,DR/GR,092017 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/092017%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Estero Parkway Improvements,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2017-09-20,2017-09-20,2017,Accepted,1596,11,Unknown,"Concurred with the ranking of consultants for CN 2017-01 Estero Parkway Roadway/ Landscape Design & Estero Roadways Landscape Master Plan as follows: Number 1 - Agnoli, Barber & Brundage; Number 2 - Kimley-Hom; Number 3 -T.Y. Lin; Number 4-DRMP","Concurred with the ranking of consultants for CN 2017-01 Estero Parkway Roadway/ Landscape Design & Estero Roadways Landscape Master Plan as follows: Number 1 - Agnoli, Barber & Brundage; Number 2 - Kimley-Hom; Number 3 -T.Y. Lin; Number 4-DRMP. Action: No formal action recorded. Concurred with the ranking of consultants for CN 2017-01 Estero Parkway Roadway/ Landscape Design & Estero Roadways Landscape Master Plan as follows: Number 1 - Agnoli, Barber & Brundage; Number 2 - Kimley-Hom; Numbe...","No formal action recorded. Concurred with the ranking of consultants for CN 2017-01 Estero Parkway Roadway/ Landscape Design & Estero Roadways Landscape Master Plan as follows: Number 1 - Agnoli, Barber & Brundage; Number 2 - Kimley-Hom; Number 3 -T.Y. Lin; Number 4-DRMP","No formal action recorded. Concurred with the ranking of consultants for CN 2017-01 Estero Parkway Roadway/ Landscape Design & Estero Roadways Landscape Master Plan as follows: Number 1 - Agnoli, Barber & Brundage; Number 2 - Kimley-Hom; Number 3 -T.Y. Lin; Number 4-DRMP",,,,,,CN 2017-01,,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,0.95,DR/GR,092017 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/092017%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Estero Parkway Improvements,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2017-11-15,2017-11-15,2017,Accepted,2016,6,Vote,Estero Parkway Roadway/Landscape Design & Estero Roadways Landscape Master Plan CN 2017-01,Estero Parkway Roadway/Landscape Design & Estero Roadways Landscape Master Plan CN 2017-01. Action: Councilmember Levitan withdrew the motion,Councilmember Levitan withdrew the motion,Councilmember Levitan withdrew the motion,Councilmember Levitan withdrew the motion,,,Detected,,CN 2017-01,,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,0.95,,111517 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/111517%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Estero Parkway Improvements,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2017-11-15,2017-11-15,2017,Accepted,2017,7,Contract Approval,Estero Parkway Roadway/Landscape Design & Estero Roadways Landscape Master Plan CN 2017-01,"Estero Parkway Roadway/Landscape Design & Estero Roadways Landscape Master Plan CN 2017-01. Action: Approved the contract with Agnoli, Barber and Brundage, Inc. as recommended, utilizing the A-1 alternative","Approved the contract with Agnoli, Barber and Brundage, Inc. as recommended, utilizing the A-1 alternative","Approved the contract with Agnoli, Barber and Brundage, Inc. as recommended, utilizing the A-1 alternative","Approved the contract with Agnoli, Barber and Brundage, Inc. as recommended, utilizing the A-1 alternative",,,Unanimous,Agnoli,CN 2017-01,,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,0.95,,111517 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/111517%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Estero Parkway Improvements,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2019-06-26,2019-06-26,2019,Accepted,2378,5,Contract Approval,Construction Engineering Inspection (CEI) Services - Estero Parkway Questions or Comments: Mayor Ribble,"Construction Engineering Inspection (CEI) Services - Estero Parkway Questions or Comments: Mayor Ribble. Action: Approved Supplemental Task Authorization (STA)-3 under CN 2018-02 Miscellaneous Professional Services to Kisinger Campo & Associates, Corp. to perform a suite of construction, engineering and inspection (CEI) services for the Estero Parkway Roadway Improvements Project","Approved Supplemental Task Authorization (STA)-3 under CN 2018-02 Miscellaneous Professional Services to Kisinger Campo & Associates, Corp. to perform a suite of construction, engineering and inspection (CEI) services for the Estero Parkway Roadway Improvements Project","Approved Supplemental Task Authorization (STA)-3 under CN 2018-02 Miscellaneous Professional Services to Kisinger Campo & Associates, Corp. to perform a suite of construction, engineering and inspection (CEI) services for the Estero Parkway Roadway Improvements Project","Approved Supplemental Task Authorization (STA)-3 under CN 2018-02 Miscellaneous Professional Services to Kisinger Campo & Associates, Corp. to perform a suite of construction, engineering and inspection (CEI) services for the Estero Parkway Roadway Improvements Project",,,Detected,,CN 2018-02,,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,0.95,,2019-06-26 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-06-26%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Estero Parkway Improvements,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2020-02-05,2020-02-05,2020,Accepted,2542,10,Unknown,CN-2018-02 Miscellaneous Professional Services (Construction Engineering and Inspection Services for Estero Parkway Roadway and Landscape Improvements) This agenda item was pulled from the agenda,CN-2018-02 Miscellaneous Professional Services (Construction Engineering and Inspection Services for Estero Parkway Roadway and Landscape Improvements) This agenda item was pulled from the agenda. Action: No formal action recorded. CN-2018-02 Miscellaneous Professional Services (Construction Engineering and Inspection Services for Estero Parkway Roadway and Landscape Improvements) This agenda item was pulled from the agenda,No formal action recorded. CN-2018-02 Miscellaneous Professional Services (Construction Engineering and Inspection Services for Estero Parkway Roadway and Landscape Improvements) This agenda item was pulled from the agenda,No formal action recorded. CN-2018-02 Miscellaneous Professional Services (Construction Engineering and Inspection Services for Estero Parkway Roadway and Landscape Improvements) This agenda item was pulled from the agenda,,,,,,,,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,0.95,,2020-02-05 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-02-05%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Estero Parkway Improvements,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2020-09-09,2020-09-09,2020,Accepted,1474,6,Contract Approval,CN-2018-02 Misc. Professional Services Change Order (Construction Engineering Inspection (CEI) Services for Estero Parkway Roadway and Landscape Improvements),CN-2018-02 Misc. Professional Services Change Order (Construction Engineering Inspection (CEI) Services for Estero Parkway Roadway and Landscape Improvements). Action: Approved Change Order one to Contract No. EC 2018-50-STA3 for CEI services for Estero Parkway Roadway and Landscape Improvement Project. Authorize the Village Manager to execute the amendment and any other ancillary documents on behalf of the Council,Approved Change Order one to Contract No. EC 2018-50-STA3 for CEI services for Estero Parkway Roadway and Landscape Improvement Project. Authorize the Village Manager to execute the amendment and any other ancillary documents on behalf of the Council,Approved Change Order one to Contract No. EC 2018-50-STA3 for CEI services for Estero Parkway Roadway and Landscape Improvement Project. Authorize the Village Manager to execute the amendment and any other ancillary documents on behalf of the Council,Approved Change Order one to Contract No. EC 2018-50-STA3 for CEI services for Estero Parkway Roadway and Landscape Improvement Project. Authorize the Village Manager to execute the amendment and any other ancillary documents on behalf of the Council,,,Detected,,EC 2018-50-STA3,,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,0.95,,09092020 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/09092020%20Council%20Meeting%20Minutes.pdf,AgendaItemLocation,1,true,
Proposed State Legislative Agenda Village Manager Sarkozy,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2016-12-07,2016-12-07,2016,Accepted,2191,12,Discussion,Proposed State Legislative Agenda Village Manager Sarkozy,"Proposed State Legislative Agenda Village Manager Sarkozy. Action: No formal action recorded. Proposed State Legislative Agenda Village Manager Sarkozy referred to his memorandum to Council dated December 1, 2016. Discussion ensued regarding Koreshan State Park; Estero Preserve; preparing a policy regarding septic tanks and the installation of force mains down West Broadway Avenue; and expanding bike/walk paths funding. Additional comments were to be sent to the Village Manager prior to the J...","No formal action recorded. Proposed State Legislative Agenda Village Manager Sarkozy referred to his memorandum to Council dated December 1, 2016. Discussion ensued regarding Koreshan State Park; Estero Preserve; preparing a policy regarding septic tanks and the installation of force mains down West Broadway Avenue; and expanding bike/walk paths funding. Additional comments were to be sent to the Village Manager prior to the January 4, 2017 Council meeting. A motion to adjourn was duly made and passed. 12. ADJOURNMENT: 2:05 p.m. ATTEST: VILLAGE OF ESTERO, FLORIDA By: _k tL,t:/v('-!fJ1_,u_, Kathy Hall, MMC, Village Clerk By:~ ..... Nicholas Batos, Mayor Village Council Meeting Final Action Agenda/Minutes - December 7, 2016 Page 9 of9","No formal action recorded. Proposed State Legislative Agenda Village Manager Sarkozy referred to his memorandum to Council dated December 1, 2016. Discussion ensued regarding Koreshan State Park; Estero Preserve; preparing a policy regarding septic tanks and the installation of force mains down West Broadway Avenue; and expanding bike/walk paths funding. Additional comments were to be sent to the Village Manager prior to the January 4, 2017 Council meeting. A motion to adjourn was duly made and passed. 12. ADJOURNMENT: 2:05 p.m. ATTEST: VILLAGE OF ESTERO, FLORIDA By: _k tL,t:/v('-!fJ1_,u_, Kathy Hall, MMC, Village Clerk By:~ ..... Nicholas Batos, Mayor Village Council Meeting Final Action Agenda/Minutes - December 7, 2016 Page 9 of9","No formal action recorded. Proposed State Legislative Agenda Village Manager Sarkozy referred to his memorandum to Council dated December 1, 2016. Discussion ensued regarding Koreshan State Park; Estero Preserve; preparing a policy regarding septic tanks and the installation of force mains down West Broadway Avenue; and expanding bike/walk paths funding. Additional comments were to be sent to the Village Manager prior to the January 4, 2017 Council meeting. A motion to adjourn was duly made and passed. 12. ADJOURNMENT: 2:05 p.m. ATTEST: VILLAGE OF ESTERO, FLORIDA By: _k tL,t:/v('-!fJ1_,u_, Kathy Hall, MMC, Village Clerk By:~ ..... Nicholas Batos, Mayor Village Council Meeting Final Action Agenda/Minutes - December 7, 2016 Page 9 of9",,,Detected,,,,"Koreshan State Park, Estero, FL","Koreshan State Park, Estero, FL",26.4368409,-81.8180833,0.9,,120716 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/120716%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Estero on the River,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2022-03-16,2022-03-16,2022,Accepted,397,4,Vote,"Purchase of the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue","Purchase of the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue. Action: Approved the purchase of the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue","Approved the purchase of the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue","Approved the purchase of the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue","Approved the purchase of the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue",,,Detected,,,,"River Oaks Preserve, Estero, FL","River Oaks Preserve, Estero, FL",26.4420079,-81.7993579,1.0,TD/CS,03162022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/03162022%20minutes.pdf,AgendaItemLocation,1,true,
Estero on the River,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2022-04-06,2022-04-06,2022,Accepted,522,6,Resolution,"Resolution No. 2022-05 a Resolution Confirming the Approval of Purchase of a Vacant Land Contract for Purchase of Property Located at Broadway E., Estero (River Oaks) from Old Town Preservation & Management Inc.; and Providing an Effective Date","Resolution No. 2022-05 a Resolution Confirming the Approval of Purchase of a Vacant Land Contract for Purchase of Property Located at Broadway E., Estero (River Oaks) from Old Town Preservation & Management Inc.; and Providing an Effective Date. Action: Approved Resolution No. 2022-05 to purchase the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue","Approved Resolution No. 2022-05 to purchase the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue","Approved Resolution No. 2022-05 to purchase the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue","Approved Resolution No. 2022-05 to purchase the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue",,,Detected,,Resolution No. 2022-05,,"River Oaks Preserve, Estero, FL","River Oaks Preserve, Estero, FL",26.4420079,-81.7993579,1.0,TD/CS,04062022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/04062022%20minutes.pdf,AgendaItemLocation,1,true,
Estero on the River,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2022-04-20,2022-04-20,2022,Accepted,626,4,Resolution,"Resolution No. 2022-08 A Resolution for Approval of Purchase of a Vacant Land Contract for Purchase of Property Located at Broadway E., Estero (River Oaks) from Old Town Preservation & Management Inc.; and Providing an Effective Date","Resolution No. 2022-08 A Resolution for Approval of Purchase of a Vacant Land Contract for Purchase of Property Located at Broadway E., Estero (River Oaks) from Old Town Preservation & Management Inc.; and Providing an Effective Date. Action: Adopted Resolution No. 2022-08 to purchase the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue","Adopted Resolution No. 2022-08 to purchase the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue","Adopted Resolution No. 2022-08 to purchase the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue","Adopted Resolution No. 2022-08 to purchase the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue",,,Detected,,Resolution No. 2022-08,,"River Oaks Preserve, Estero, FL","River Oaks Preserve, Estero, FL",26.4420079,-81.7993579,1.0,TD/CS,04202022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/04202022%20minutes.pdf,AgendaItemLocation,1,true,
BERT Rail Trail,Transportation & Mobility,4,Village Council,Joint Workshop,Workshop,2017-02-28,2017-02-28,2017,Accepted,293,1,Presentation,"passed overwhelmingly on November 4, 2014 by Florida voters; Ten Percent for Trails - ask ","passed overwhelmingly on November 4, 2014 by Florida voters; Ten Percent for Trails - ask legislators to allocate funding from 2014 Constitutional Amendment One; recommendations from the Florida Greenways and Trails Foundation on how the 10% should be committed were provided, as well as economic, tourism, and safety goals of paved trails for Florida. 8. COUNCIL QUESTIONS: Discussion followed regarding safety record to date; experience with local cities; average cost for one mile of trail; how...","passed overwhelmingly on November 4, 2014 by Florida voters; Ten Percent for Trails - ask legislators to allocate funding from 2014 Constitutional Amendment One; recommendations from the Florida Greenways and Trails Foundation on how the 10% should be committed were provided, as well as economic, tourism, and safety goals of paved trails for Florida. 8. COUNCIL QUESTIONS: Discussion followed regarding safety record to date; experience with local cities; average cost for one mile of trail; how to make intersections safe; minimum building standards and safety features; steps to get going; maintenance and replacement costs; availability of grant funds; asphalt vs. concrete; purchasing railroad right-of-way; references for all of the great ideas in archives, rails with trails, and engineering resources; and shading of trails. 9. PRESENTATION ON SUNTRAIL FROM LEE COUNTY MPO PERSPECTIVE - DON SCOTT, EXECUTIVE DIRECTOR, LEE COUNTY METROPOLITAN PLANNING ORGANIZATION: Mr. Scott addressed and...","passed overwhelmingly on November 4, 2014 by Florida voters; Ten Percent for Trails - ask legislators to allocate funding from 2014 Constitutional Amendment One; recommendations from the Florida Greenways and Trails Foundation on how the 10% should be committed were provided, as well as economic, tourism, and safety goals of paved trails for Florida. 8. COUNCIL QUESTIONS: Discussion followed regarding safety record to date; experience with local cities; average cost for one mile of trail; how to make intersections safe; minimum building standards and safety features; steps to get going; maintenance and replacement costs; availability of grant funds; asphalt vs. concrete; purchasing railroad right-of-way; references for all of the great ideas in archives, rails with trails, and engineering resources; and shading of trails. 9. PRESENTATION ON SUNTRAIL FROM LEE COUNTY MPO PERSPECTIVE - DON SCOTT, EXECUTIVE DIRECTOR, LEE COUNTY METROPOLITAN PLANNING ORGANIZATION: Mr. Scott addressed and...","passed overwhelmingly on November 4, 2014 by Florida voters; Ten Percent for Trails - ask legislators to allocate funding from 2014 Constitutional Amendment One; recommendations from the Florida Greenways and Trails Foundation on how the 10% should be committed were provided, as well as economic, tourism, and safety goals of paved trails for Florida. 8. COUNCIL QUESTIONS: Discussion followed regarding safety record to date; experience with local cities; average cost for one mile of trail; how to make intersections safe; minimum building standards and safety features; steps to get going; maintenance and replacement costs; availability of grant funds; asphalt vs. concrete; purchasing railroad right-of-way; references for all of the great ideas in archives, rails with trails, and engineering resources; and shading of trails. 9. PRESENTATION ON SUNTRAIL FROM LEE COUNTY MPO PERSPECTIVE - DON SCOTT, EXECUTIVE DIRECTOR, LEE COUNTY METROPOLITAN PLANNING ORGANIZATION: Mr. Scott addressed and...",,,Detected,,,,Riverside Park,Riverside Park,26.340123664681304,-81.77944144235532,0.88,,022817 Joint Workshop with Bonita Springs City Council Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/022817%20Joint%20Workshop%20with%20Bonita%20Springs%20City%20Council%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Sandy Lane Improvements,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2023-04-05,2023-04-05,2023,Accepted,492,5,Resolution,"Resolution No. 2023-07 Sandy Lane Bike/Pedestrian Improvements State Funding A Resolution of the Village Council of the Village of Estero, Requesting State Funding for a Project known as Sandy Lane Bicycle and Pedestrian Improvements; Authorizing the","Resolution No. 2023-07 Sandy Lane Bike/Pedestrian Improvements State Funding A Resolution of the Village Council of the Village of Estero, Requesting State Funding for a Project known as Sandy Lane Bicycle and Pedestrian Improvements; Authorizing the. Action: Adopted Resolution No. 2023-07",Adopted Resolution No. 2023-07,Adopted Resolution No. 2023-07,Adopted Resolution No. 2023-07,,,Detected,,Resolution No. 2023-07,,Sandy Lane,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,0.9,TD/CS,04052023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/04052023%20minutes.pdf,AgendaItemLocation,1,true,
Sandy Lane Improvements,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2023-11-15,2023-11-15,2023,Accepted,2027,4,Contract Approval,Sandy Lane Design & Permitting Contract Change Order,"Sandy Lane Design & Permitting Contract Change Order. Action: Approved Change Order Number 2 in the amount of $159,754.77 for Atkins to provide additional services to complete the design and permit of the Sandy Lake Bike/Ped Improvements","Approved Change Order Number 2 in the amount of $159,754.77 for Atkins to provide additional services to complete the design and permit of the Sandy Lake Bike/Ped Improvements","Approved Change Order Number 2 in the amount of $159,754.77 for Atkins to provide additional services to complete the design and permit of the Sandy Lake Bike/Ped Improvements","Approved Change Order Number 2 in the amount of $159,754.77 for Atkins to provide additional services to complete the design and permit of the Sandy Lake Bike/Ped Improvements",,,Detected,,,,Sandy Lane,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,0.9,TD/CS,11152023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/11152023%20minutes.pdf,AgendaItemLocation,1,true,
Sandy Lane Improvements,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2024-01-24,2024-01-24,2024,Accepted,129,5,Contract Approval,Sandy Lane Construction Engineering Inspection Services Contract,"Sandy Lane Construction Engineering Inspection Services Contract. Action: Approved EC 2024-09 in the amount of $490,560.65 for HighSpans Engineering, Inc. to provide construction engineering and inspection services for the Sandy Lake Bike/Ped Improvements, approve a $49,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behal...","Approved EC 2024-09 in the amount of $490,560.65 for HighSpans Engineering, Inc. to provide construction engineering and inspection services for the Sandy Lake Bike/Ped Improvements, approve a $49,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute and subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved EC 2024-09 in the amount of $490,560.65 for HighSpans Engineering, Inc. to provide construction engineering and inspection services for the Sandy Lake Bike/Ped Improvements, approve a $49,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute and subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved EC 2024-09 in the amount of $490,560.65 for HighSpans Engineering, Inc. to provide construction engineering and inspection services for the Sandy Lake Bike/Ped Improvements, approve a $49,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute and subsequent amendments which do not require an increase in the not to exceed budget (with contingency)",,,Detected,,EC 2024-09,,Sandy Lane,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,0.9,TD/CS,01242024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/01242024%20minutes.pdf,AgendaItemLocation,1,true,
Sandy Lane Improvements,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2024-02-07,2024-02-07,2024,Accepted,195,5,Contract Approval,Sandy Lane Easement Acquisition Services Contract,"Sandy Lane Easement Acquisition Services Contract. Action: Approved EC 2024-06 STA -02 in the amount of $47,200 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the Sandy Lane Bike/Ped Improvements Project, approve a $4,700 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Villa...","Approved EC 2024-06 STA -02 in the amount of $47,200 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the Sandy Lane Bike/Ped Improvements Project, approve a $4,700 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved EC 2024-06 STA -02 in the amount of $47,200 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the Sandy Lane Bike/Ped Improvements Project, approve a $4,700 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved EC 2024-06 STA -02 in the amount of $47,200 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the Sandy Lane Bike/Ped Improvements Project, approve a $4,700 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)",,,Detected,,EC 2024-06,,Sandy Lane,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,0.9,TD/CS,02072024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/02072024%20minutes.pdf,AgendaItemLocation,1,true,
