ProjectName,LayerCategory,CategoryID,Board,MeetingFormat,MeetingType,MeetingDate,ArcGIS_Date,MeetingYear,Status,AgendaItemID,AgendaItemNumber,AgendaItemType,ProjectTitle,Summary,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,ApplicantName,ApplicationID,District,LocationName,Location,Latitude,Longitude,GeocodeConfidence,StaffCode,Filename,Document_Link,RecordType,LocationSeq,IsPrimary,ParcelID
Corkscrew Road,Public Facilities & Services,6,Village Council,Budget Hearing,Public Hearing,2024-09-11,2024-09-11,2024,Accepted,1512,9,Public Comment,Corkscrew Road Landscaping Update,"Corkscrew Road Landscaping Update. Action: No formal action recorded. Corkscrew Road Landscaping Update Staff Presentation/Comments Steve Sarkozy, Village Manager David Willems, Public Works Director Presentation/Information by Jeff Nagle, Johnson Engineering Council Questions or Comments Councilmembers Fayhee, Ward, Lopez, Vice Mayor Ribble, and Mayor McLain. Public Comments None","No formal action recorded. Corkscrew Road Landscaping Update Staff Presentation/Comments Steve Sarkozy, Village Manager David Willems, Public Works Director Presentation/Information by Jeff Nagle, Johnson Engineering Council Questions or Comments Councilmembers Fayhee, Ward, Lopez, Vice Mayor Ribble, and Mayor McLain. Public Comments None","No formal action recorded. Corkscrew Road Landscaping Update Staff Presentation/Comments Steve Sarkozy, Village Manager David Willems, Public Works Director Presentation/Information by Jeff Nagle, Johnson Engineering Council Questions or Comments Councilmembers Fayhee, Ward, Lopez, Vice Mayor Ribble, and Mayor McLain. Public Comments None",,,,,,,,Corkscrew Road Widening Corridor,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,0.9,TD/CS,09112024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/09112024%20minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Public Facilities & Services,6,Village Council,Regular Meeting,Village Council,2025-01-08,2025-01-08,2025,Accepted,56,7,Presentation,Corkscrew Road (Woodlands to Ben Hill Griffin) Landscaping update,"Corkscrew Road (Woodlands to Ben Hill Griffin) Landscaping update. Action: No formal action recorded. Corkscrew Road (Woodlands to Ben Hill Griffin) Landscaping update Staff Presentation/Comments David Willems, Public Works Director Council Questions or Comments Councilmember Zalucki","No formal action recorded. Corkscrew Road (Woodlands to Ben Hill Griffin) Landscaping update Staff Presentation/Comments David Willems, Public Works Director Council Questions or Comments Councilmember Zalucki","No formal action recorded. Corkscrew Road (Woodlands to Ben Hill Griffin) Landscaping update Staff Presentation/Comments David Willems, Public Works Director Council Questions or Comments Councilmember Zalucki",,,,,,,,Corkscrew Road Widening Corridor,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,0.9,TD/CS,01082025 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/01082025%20minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Public Facilities & Services,6,Village Council,Regular Meeting,Village Council,2020-03-04,2020-03-04,2020,Accepted,2538,3,Vote,Corkscrew Road (Ben Hill Griffin Pkwy to East ofBella Terra Blvd) Enhancements,Corkscrew Road (Ben Hill Griffin Pkwy to East ofBella Terra Blvd) Enhancements. Action: Authorized the Village Manager and Public Works Director to meet with Lee County to resolve a suitable design alternative,Authorized the Village Manager and Public Works Director to meet with Lee County to resolve a suitable design alternative,Authorized the Village Manager and Public Works Director to meet with Lee County to resolve a suitable design alternative,Authorized the Village Manager and Public Works Director to meet with Lee County to resolve a suitable design alternative,,,Detected,Lee County,,,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,0.95,,2020-03-04 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-03-04%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Septic to Sewer,Public Facilities & Services,6,Village Council,Regular Meeting,Village Council,2021-04-07,2021-04-07,2021,Accepted,540,13,Public Comment,Cypress Bend RV Resort Wastewater Treatment Plant,"Cypress Bend RV Resort Wastewater Treatment Plant. Action: No formal action recorded. Cypress Bend RV Resort Wastewater Treatment Plant Staff Presentation/Comments: Steve Sarkozy, Village Manager David Willems, Public Works Director Council Questions or Comments: None. Public Comments: Joe Miceli, Rookery Pointe","No formal action recorded. Cypress Bend RV Resort Wastewater Treatment Plant Staff Presentation/Comments: Steve Sarkozy, Village Manager David Willems, Public Works Director Council Questions or Comments: None. Public Comments: Joe Miceli, Rookery Pointe","No formal action recorded. Cypress Bend RV Resort Wastewater Treatment Plant Staff Presentation/Comments: Steve Sarkozy, Village Manager David Willems, Public Works Director Council Questions or Comments: None. Public Comments: Joe Miceli, Rookery Pointe",,,,,,,,"Cypress Bend, Estero, FL","Cypress Bend, Estero, FL",26.4469,-81.8116,0.9,TD/CS,04072021 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/04072021%20minutes.pdf,AgendaItemLocation,1,true,
Estero Parkway Improvements,Public Facilities & Services,6,Village Council,Regular Meeting,Village Council,2020-02-05,2020-02-05,2020,Accepted,2523,5,Contract Approval,"Amendment Two to Contract No. EC 2017-28 (Agnoli, Barber & Brundage, Inc. Estero Parkway Contract)","Amendment Two to Contract No. EC 2017-28 (Agnoli, Barber & Brundage, Inc. Estero Parkway Contract). Action: No formal action recorded. Amendment Two to Contract No. EC 2017-28 (Agnoli, Barber & Brundage, Inc. Estero Parkway Contract) Staff Presentation/Comments: Village Manager Sarkozy; Public Works Director Willems. Council Questions or Comments: Mayor Ribble, Councilmembers Batos, Levitan, McLain and Vice Mayor Errington. Public Comment: None. Motion: Move to","No formal action recorded. Amendment Two to Contract No. EC 2017-28 (Agnoli, Barber & Brundage, Inc. Estero Parkway Contract) Staff Presentation/Comments: Village Manager Sarkozy; Public Works Director Willems. Council Questions or Comments: Mayor Ribble, Councilmembers Batos, Levitan, McLain and Vice Mayor Errington. Public Comment: None. Motion: Move to","No formal action recorded. Amendment Two to Contract No. EC 2017-28 (Agnoli, Barber & Brundage, Inc. Estero Parkway Contract) Staff Presentation/Comments: Village Manager Sarkozy; Public Works Director Willems. Council Questions or Comments: Mayor Ribble, Councilmembers Batos, Levitan, McLain and Vice Mayor Errington. Public Comment: None. Motion: Move to",Motion: Move to,,,Detected,,EC 2017-28,,Estero Parkway,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,0.9,,2020-02-05 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-02-05%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Discussion: Location ofTwo New School Facilities in Estero,Public Facilities & Services,6,Village Council,Workshop,Workshop,2020-04-22,2020-04-22,2020,Accepted,2558,1,Public Comment,Discussion: Location ofTwo New School Facilities in Estero,"Discussion: Location ofTwo New School Facilities in Estero. Action: No formal action recorded. Discussion: Location ofTwo New School Facilities in Estero Staff Presentation/Comments: Village Manager Sarkozy. Presentation/Comments: Chris Patricca, District 3 representative on the School District ofLee County School Board. The purpose ofthe discussion was to determine whether there was consensus among Councilmembers on where the School District should locate their two new facilities. Options co...","No formal action recorded. Discussion: Location ofTwo New School Facilities in Estero Staff Presentation/Comments: Village Manager Sarkozy. Presentation/Comments: Chris Patricca, District 3 representative on the School District ofLee County School Board. The purpose ofthe discussion was to determine whether there was consensus among Councilmembers on where the School District should locate their two new facilities. Options considered were: (1) locating adjacent to the Estero High School site on Williams Road; and, (2) building on a Three Oaks Parkway 70-acre site. Council Questions or Comments: Councilmembers Boesch, Batos, Levitan, Wilson, McLain, Vice Mayor Errington and Mayor Ribble. Consensus ofthe Council indicated four in favor ofthe Three Oaks Parkway site and three in favor ofthe Williams Road location. Public Comment: Ed Weil, Rookery Pointe John Russell, Estero Palms The workshop session went into recess","No formal action recorded. Discussion: Location ofTwo New School Facilities in Estero Staff Presentation/Comments: Village Manager Sarkozy. Presentation/Comments: Chris Patricca, District 3 representative on the School District ofLee County School Board. The purpose ofthe discussion was to determine whether there was consensus among Councilmembers on where the School District should locate their two new facilities. Options considered were: (1) locating adjacent to the Estero High School site on Williams Road; and, (2) building on a Three Oaks Parkway 70-acre site. Council Questions or Comments: Councilmembers Boesch, Batos, Levitan, Wilson, McLain, Vice Mayor Errington and Mayor Ribble. Consensus ofthe Council indicated four in favor ofthe Three Oaks Parkway site and three in favor ofthe Williams Road location. Public Comment: Ed Weil, Rookery Pointe John Russell, Estero Palms The workshop session went into recess",,,,,,,3,Heatherstone at Rookery Pointe Subdivision,Heatherstone at Rookery Pointe Subdivision,26.447607197915094,-81.79310346599338,0.85,,2020-04-22 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-04-22%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Budget / Capital Improvement,Public Facilities & Services,6,Village Council,Workshop,Workshop,2020-04-22,2020-04-22,2020,Accepted,2559,2,Budget,Capital Improvement Program,"Capital Improvement Program. Action: No formal action recorded. Capital Improvement Program Staff Presentation/Comments: Village Manager Sarkozy; Public Works Director Willems. The list ofprojects summarized by the Public Works Director, came from Village Master Plans in each ofthe functional areas ofresponsibility and from ideas previously expressed by Council, staff and the community. Presentation ofthe list was the beginning ofthe selection process and staffwill continue to accept public c...","No formal action recorded. Capital Improvement Program Staff Presentation/Comments: Village Manager Sarkozy; Public Works Director Willems. The list ofprojects summarized by the Public Works Director, came from Village Master Plans in each ofthe functional areas ofresponsibility and from ideas previously expressed by Council, staff and the community. Presentation ofthe list was the beginning ofthe selection process and staffwill continue to accept public comments throughout the Budget process. Council Questions or Comments: Councilmembers Boesch, Batos, Levitan, McLain, Wilson, Vice Mayor Errington and Mayor Ribble. Public Comment: Bob Dion, Pelican Sound Golf& River Club","No formal action recorded. Capital Improvement Program Staff Presentation/Comments: Village Manager Sarkozy; Public Works Director Willems. The list ofprojects summarized by the Public Works Director, came from Village Master Plans in each ofthe functional areas ofresponsibility and from ideas previously expressed by Council, staff and the community. Presentation ofthe list was the beginning ofthe selection process and staffwill continue to accept public comments throughout the Budget process. Council Questions or Comments: Councilmembers Boesch, Batos, Levitan, McLain, Wilson, Vice Mayor Errington and Mayor Ribble. Public Comment: Bob Dion, Pelican Sound Golf& River Club",,,,,Village Master Plans,,,Pelican Sound Subdivision,Pelican Sound Subdivision,26.42929045220349,-81.82471928963577,0.85,,2020-04-22 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-04-22%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Budget / Capital Improvement,Public Facilities & Services,6,Village Council,Regular Meeting,Village Council,2020-06-17,2020-06-17,2020,Accepted,1021,14,Budget,Capital Improvement Plan (CIP),"Capital Improvement Plan (CIP). Action: No formal action recorded. Capital Improvement Plan (CIP) Staff Presentation/Comments: Steve Sarkozy, Village Manager David Willems, Public Works Director Council Questions or Comments: Councilmembers Levitan, McLain, Boesch, Batos, Wilson, Vice Mayor Errington, and Mayor Ribble Public Comment: Lou Frattarelli, ECCL Transportation Barry Freedman, The Vines Barbara Saxton, Friends of River Oaks","No formal action recorded. Capital Improvement Plan (CIP) Staff Presentation/Comments: Steve Sarkozy, Village Manager David Willems, Public Works Director Council Questions or Comments: Councilmembers Levitan, McLain, Boesch, Batos, Wilson, Vice Mayor Errington, and Mayor Ribble Public Comment: Lou Frattarelli, ECCL Transportation Barry Freedman, The Vines Barbara Saxton, Friends of River Oaks","No formal action recorded. Capital Improvement Plan (CIP) Staff Presentation/Comments: Steve Sarkozy, Village Manager David Willems, Public Works Director Council Questions or Comments: Councilmembers Levitan, McLain, Boesch, Batos, Wilson, Vice Mayor Errington, and Mayor Ribble Public Comment: Lou Frattarelli, ECCL Transportation Barry Freedman, The Vines Barbara Saxton, Friends of River Oaks",,,,,,,,"River Oaks Preserve, Estero, FL","River Oaks Preserve, Estero, FL",26.4420079,-81.7993579,1.0,,061720 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/061720%20Council%20Meeting%20Minutes.pdf,AgendaItemLocation,1,true,
Sandy Lane Improvements,Public Facilities & Services,6,Village Council,Regular Meeting,Village Council,2022-09-08,2022-09-08,2022,Accepted,1454,12,Public Comment,Sandy Lane Bike/Ped Project Update,"Sandy Lane Bike/Ped Project Update. Action: No formal action recorded. Sandy Lane Bike/Ped Project Update Staff Presentation/Comments Steve Sarkozy, Village Manager David Willems, Public Works Director Presentation/Information by David Dowling-Atkins Council Questions or Comments Councilmember Ward, Vice Mayor McLain and Mayor Errington. Public Comment Patty Whitehead, Old Estero","No formal action recorded. Sandy Lane Bike/Ped Project Update Staff Presentation/Comments Steve Sarkozy, Village Manager David Willems, Public Works Director Presentation/Information by David Dowling-Atkins Council Questions or Comments Councilmember Ward, Vice Mayor McLain and Mayor Errington. Public Comment Patty Whitehead, Old Estero","No formal action recorded. Sandy Lane Bike/Ped Project Update Staff Presentation/Comments Steve Sarkozy, Village Manager David Willems, Public Works Director Presentation/Information by David Dowling-Atkins Council Questions or Comments Councilmember Ward, Vice Mayor McLain and Mayor Errington. Public Comment Patty Whitehead, Old Estero",,,,,,,,Sandy Lane,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,0.9,TD/CS,09082022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/09082022%20minutes.pdf,AgendaItemLocation,1,true,
Sandy Lane Improvements,Public Facilities & Services,6,Village Council,Regular Meeting,Village Council,2023-09-07,2023-09-07,2023,Accepted,1442,18,Presentation,Sandy Lane Bike/Ped Improvements Project Update,"Sandy Lane Bike/Ped Improvements Project Update. Action: No formal action recorded. Sandy Lane Bike/Ped Improvements Project Update Staff Presentation/Comments Steve Sarkozy, Village Manager David Willems, Public Works Director Council Questions or Comments Councilmember Zalucki, Lopez, Ward, Fayhee, and Mayor McLain","No formal action recorded. Sandy Lane Bike/Ped Improvements Project Update Staff Presentation/Comments Steve Sarkozy, Village Manager David Willems, Public Works Director Council Questions or Comments Councilmember Zalucki, Lopez, Ward, Fayhee, and Mayor McLain","No formal action recorded. Sandy Lane Bike/Ped Improvements Project Update Staff Presentation/Comments Steve Sarkozy, Village Manager David Willems, Public Works Director Council Questions or Comments Councilmember Zalucki, Lopez, Ward, Fayhee, and Mayor McLain",,,,,,,,Sandy Lane,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,0.9,TD/CS,09072023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/09072023%20minutes.pdf,AgendaItemLocation,1,true,
Estero Parkway Improvements,Public Facilities & Services,6,Village Council,Regular Meeting,Village Council,2019-11-20,2019-11-20,2019,Accepted,2471,21,Public Comment,Estero Parkway Value Engineering and Street Lights,"Estero Parkway Value Engineering and Street Lights. Action: No formal action recorded. Estero Parkway Value Engineering and Street Lights Staff Presentation/Comments: Village Manager Sarkozy; Public Works Director Willems; Village Attorney Saunders. Council Questions or Comments: Councilmembers Boesch, Levitan, Batos, McLain, Vice Mayor Errington and Mayor Ribble. Public Comment: In favor of lighting: Jim Copp, The Cascades Bob Grady, Belle Lago Joe Miceli, Rookery Pointe Marc Gagnon, The Cas...","No formal action recorded. Estero Parkway Value Engineering and Street Lights Staff Presentation/Comments: Village Manager Sarkozy; Public Works Director Willems; Village Attorney Saunders. Council Questions or Comments: Councilmembers Boesch, Levitan, Batos, McLain, Vice Mayor Errington and Mayor Ribble. Public Comment: In favor of lighting: Jim Copp, The Cascades Bob Grady, Belle Lago Joe Miceli, Rookery Pointe Marc Gagnon, The Cascades Ed Mehmel, Rookery Pointe Bill Can, Riverwoods Plantation Lou Frattarelli, The Preserve, also representing ECCL Jack Meeker, The Brooks Village Council Meeting Final Action Agenda/Minutes - November 20, 2019 Page 5 of 8 Motion: Move to approve Option 1","No formal action recorded. Estero Parkway Value Engineering and Street Lights Staff Presentation/Comments: Village Manager Sarkozy; Public Works Director Willems; Village Attorney Saunders. Council Questions or Comments: Councilmembers Boesch, Levitan, Batos, McLain, Vice Mayor Errington and Mayor Ribble. Public Comment: In favor of lighting: Jim Copp, The Cascades Bob Grady, Belle Lago Joe Miceli, Rookery Pointe Marc Gagnon, The Cascades Ed Mehmel, Rookery Pointe Bill Can, Riverwoods Plantation Lou Frattarelli, The Preserve, also representing ECCL Jack Meeker, The Brooks Village Council Meeting Final Action Agenda/Minutes - November 20, 2019 Page 5 of 8 Motion: Move to approve Option 1",Motion: Move to approve Option 1,,,Detected,,,,"The Brooks, Estero, FL","The Brooks, Estero, FL",26.3926426,-81.7753764,0.9,,20191120 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/20191120%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Brooks/Three Oaks Parkway Update,Public Facilities & Services,6,Village Council,Budget Hearing,Public Hearing,2024-09-18,2024-09-18,2024,Accepted,1571,9,Public Comment,Brooks/Three Oaks Parkway Update,"Brooks/Three Oaks Parkway Update. Action: No formal action recorded. Brooks/Three Oaks Parkway Update Staff Presentation/Comments Steve Sarkozy, Village Manager David Willems, Public Works Director Council Questions or Comments Councilmembers Zalucki, Fiesel, Lopez, and Mayor McLain. Public Comments None","No formal action recorded. Brooks/Three Oaks Parkway Update Staff Presentation/Comments Steve Sarkozy, Village Manager David Willems, Public Works Director Council Questions or Comments Councilmembers Zalucki, Fiesel, Lopez, and Mayor McLain. Public Comments None","No formal action recorded. Brooks/Three Oaks Parkway Update Staff Presentation/Comments Steve Sarkozy, Village Manager David Willems, Public Works Director Council Questions or Comments Councilmembers Zalucki, Fiesel, Lopez, and Mayor McLain. Public Comments None",,,,,,,,Three Oaks Parkway,"Three Oaks Parkway from Williams Road to Estero Parkway, Estero, FL",26.434889506286,-81.788651999919,0.9,TD/CS,09182024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/09182024%20minutes.pdf,AgendaItemLocation,1,true,
"US 41 Landscape Update Public Works Director Willems provided an introduction. Consultants from Kimley Horn. presented a PowerPoint presentation regarding planting palette, typical planting design, current project status, and project schedule. Que...",Public Facilities & Services,6,Village Council,Regular Meeting,Village Council,2019-01-23,2019-01-23,2019,Accepted,2265,8,Vote,"US 41 Landscape Update Public Works Director Willems provided an introduction. Consultants from Kimley Horn. presented a PowerPoint presentation regarding planting palette, typical planting design, current project status, and project schedule. Que...","US 41 Landscape Update Public Works Director Willems provided an introduction. Consultants from Kimley Horn. presented a PowerPoint presentation regarding planting palette, typical planting design, current project status, and project schedule. Questions o. Action: A motion to adjourn was made and duly passed",A motion to adjourn was made and duly passed,A motion to adjourn was made and duly passed,A motion to adjourn was made and duly passed,,,Detected,Kimley Horn. presented a PowerPoint presentation regarding planting palette,,,US 41 / Tamiami Trail,"US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.9,null,2019-01-23 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-01-23%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Workshop Eagle's Nest on Corkscrew and US 41,Public Facilities & Services,6,Village Council,Regular Meeting,Village Council,2023-03-01,2023-03-01,2023,Accepted,311,6,Presentation,Workshop Eagle's Nest on Corkscrew and US 41,"Workshop Eagle's Nest on Corkscrew and US 41. Action: No formal action recorded. Workshop Eagle's Nest on Corkscrew and US 41 Staff Presentation/Comments David Willems, Public Works Director Presentation/Information by: Cathy Olson, M.S. CWB, Pennoni Council Questions or Comments Councilmembers Boesch, Ward, Fiesel, Ribble, Vice Mayor McLain, and Mayor Errington. Adjourn Workshop Item and Convene Regular Session 4","No formal action recorded. Workshop Eagle's Nest on Corkscrew and US 41 Staff Presentation/Comments David Willems, Public Works Director Presentation/Information by: Cathy Olson, M.S. CWB, Pennoni Council Questions or Comments Councilmembers Boesch, Ward, Fiesel, Ribble, Vice Mayor McLain, and Mayor Errington. Adjourn Workshop Item and Convene Regular Session 4","No formal action recorded. Workshop Eagle's Nest on Corkscrew and US 41 Staff Presentation/Comments David Willems, Public Works Director Presentation/Information by: Cathy Olson, M.S. CWB, Pennoni Council Questions or Comments Councilmembers Boesch, Ward, Fiesel, Ribble, Vice Mayor McLain, and Mayor Errington. Adjourn Workshop Item and Convene Regular Session 4",,,,,,,,US 41 / Tamiami Trail,"US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.9,TD/CS,03012023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/03012023%20minutes.pdf,AgendaItemLocation,1,true,
Williams/Via Coconut RAB Landscape Design,Public Facilities & Services,6,Village Council,Regular Meeting,Village Council,2021-02-03,2021-02-03,2021,Accepted,300,7,Presentation,Williams/Via Coconut RAB Landscape Design,"Williams/Via Coconut RAB Landscape Design. Action: No formal action recorded. Williams/Via Coconut RAB Landscape Design Staff Presentation/Comments: Steve Sarkozy, Village Manager David Willems, Public Works Director Council Questions or Comments: Councilmembers McLain, Wilson, Batos, Vice Mayor Errington, and Mayor Ribble","No formal action recorded. Williams/Via Coconut RAB Landscape Design Staff Presentation/Comments: Steve Sarkozy, Village Manager David Willems, Public Works Director Council Questions or Comments: Councilmembers McLain, Wilson, Batos, Vice Mayor Errington, and Mayor Ribble","No formal action recorded. Williams/Via Coconut RAB Landscape Design Staff Presentation/Comments: Steve Sarkozy, Village Manager David Willems, Public Works Director Council Questions or Comments: Councilmembers McLain, Wilson, Batos, Vice Mayor Errington, and Mayor Ribble",,,,,,,,Via Coconut Point,"Via Coconut Point from Coconut Road to Corkscrew Road, Estero, FL",26.420479,-81.80657,0.9,TD/CS,0232021 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/0232021%20minutes.pdf,AgendaItemLocation,1,true,
Budget / Capital Improvement,Public Facilities & Services,6,Village Council,Regular Meeting,Village Council,2019-06-05,2019-06-05,2019,Accepted,2358,8,Budget,Estero Capital Improvement Program (CIP) Powerpoint Presentation available in the Village Clerk's office and on the Village website. Information provided by Public Works Director Willems,"Estero Capital Improvement Program (CIP) Powerpoint Presentation available in the Village Clerk's office and on the Village website. Information provided by Public Works Director Willems. Action: No formal action recorded. Estero Capital Improvement Program (CIP) Powerpoint Presentation available in the Village Clerk's office and on the Village website. Information provided by Public Works Director Willems. Council Questions or Comments: Mayor Ribble and Councilmembers Levitan, Batos, Boesch,...","No formal action recorded. Estero Capital Improvement Program (CIP) Powerpoint Presentation available in the Village Clerk's office and on the Village website. Information provided by Public Works Director Willems. Council Questions or Comments: Mayor Ribble and Councilmembers Levitan, Batos, Boesch, and Vice Mayor Emngton. Public Comment: Doug Saxton, The Reserve Robert King, representing ECCL Transportation Committee Gary Green, Breckenridge","No formal action recorded. Estero Capital Improvement Program (CIP) Powerpoint Presentation available in the Village Clerk's office and on the Village website. Information provided by Public Works Director Willems. Council Questions or Comments: Mayor Ribble and Councilmembers Levitan, Batos, Boesch, and Vice Mayor Emngton. Public Comment: Doug Saxton, The Reserve Robert King, representing ECCL Transportation Committee Gary Green, Breckenridge",,,,,,,,Village on Crescent Lake at Breckenridge Condominium,Village on Crescent Lake at Breckenridge Condominium,26.44425079079401,-81.82629414204098,0.85,,2019-06-05 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-06-05%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Williams Road Improvements,Public Facilities & Services,6,Village Council,Regular Meeting,Village Council,2022-09-21,2022-09-21,2022,Accepted,1609,15,Public Comment,Williams Road Bike/Ped Project Update,"Williams Road Bike/Ped Project Update. Action: No formal action recorded. Williams Road Bike/Ped Project Update Staff Presentation/Comments Steve Sarkozy, Village Manager  David Willems, Public Works Director Council Questions or Comments Councilmembers Ward, Ribble, Vice Mayor McLain, and Mayor Errington. Public Comment None","No formal action recorded. Williams Road Bike/Ped Project Update Staff Presentation/Comments Steve Sarkozy, Village Manager  David Willems, Public Works Director Council Questions or Comments Councilmembers Ward, Ribble, Vice Mayor McLain, and Mayor Errington. Public Comment None","No formal action recorded. Williams Road Bike/Ped Project Update Staff Presentation/Comments Steve Sarkozy, Village Manager  David Willems, Public Works Director Council Questions or Comments Councilmembers Ward, Ribble, Vice Mayor McLain, and Mayor Errington. Public Comment None",,,,,,,,Williams Road,"Williams Road from US 41 to Three Oaks Parkway, Estero, FL",26.420352499197,-81.799938484002,0.9,TD/CS,09212022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/09212022%20minutes.pdf,AgendaItemLocation,1,true,
